detailed_industry,soi_industry,business_receipts,remainder,use_total_receipts,weight
Farms,Agricultural production,56993442,NA,NA,NA
"Forestry,_Fishing,_and_Related_Activites",Forestry and logging,3873336,NA,NA,NA
"Forestry,_Fishing,_and_Related_Activites","Support activities and fishing, hunting, and trapping",12168348,NA,NA,NA
Oil_and_Gas_Extraction,Oil and gas extraction,170193844,NA,NA,NA
Mining_(Except_Oil_and_Gas),Coal mining,NA,49735216,FALSE,NA
Mining_(Except_Oil_and_Gas),Metal ore mining,NA,49735216,FALSE,NA
Mining_(Except_Oil_and_Gas),Nonmetallic mineral mining and quarrying,21995497,NA,NA,NA
Support_Activities_For_Mining,Support activities for mining,56252710,NA,NA,NA
Electric_Power_Transmission_and_Distribution,"Electric power generation, transmission, and distribution",286939165,NA,NA,NA
Hydroelectric_Power_Generation,"Electric power generation, transmission, and distribution",286939165,NA,NA,NA
Nuclear_Electric_Power_Generation,"Electric power generation, transmission, and distribution",286939165,NA,NA,NA
"Fossil_Fuel_Electric_Power_Generation,_Combustion","Electric power generation, transmission, and distribution",286939165,NA,NA,NA
Other_Electric_Power_Generation,"Electric power generation, transmission, and distribution",286939165,NA,NA,NA
Natural_Gas_Distribution_and_Transmission,Natural gas distribution,62142843,NA,NA,NA
Water_and_Sewer_Systems,"Water, sewage, and other systems",9201078,NA,NA,NA
"Fossil_Fuel_Electric_Power_Generation,_Steam_and_Combined_Cycle",Combination gas and electric,173095634,NA,NA,NA
Construction,Construction,524931878,NA,NA,NA
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Animal food manufacturing and grain and oilseed milling,115228583,NA,NA,NA
"Grain,_Sugar,_and_Vegetable_Oil_Products_Manufacturing",Sugar and confectionery product,32863728,NA,NA,NA
Other_Food_Products_Manufacturing,Fruit and vegetable preserving and specialty food manufacturing,69113984,NA,NA,NA
Other_Food_Products_Manufacturing,Dairy product,42492074,NA,NA,NA
Other_Food_Products_Manufacturing,Meat and seafood processing,119655142,NA,NA,NA
Other_Food_Products_Manufacturing,Bakeries and tortilla manufacturing,29832004,NA,NA,NA
Other_Food_Products_Manufacturing,Other food,137862759,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Soft drink and ice,49905990,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Breweries,19400170,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Wineries and distilleries,33160662,NA,NA,NA
Beverage_and_Tobacco_Products_Manufacturing,Tobacco manufacturing,49867660,NA,NA,NA
"Knitted_Goods,_Carpets,_and_Textile_Finishing_Manufacturing",Textile mills,11678863,NA,NA,NA
Other_Textile_and_Textile_Product_Mills,Textile product mills,16245863,NA,NA,NA
Apparel_Manufacturing,Apparel knitting mills,NA,2649996,FALSE,NA
Apparel_Manufacturing,Cut and sew apparel contractors and manufacturers,12351179,NA,NA,NA
Apparel_Manufacturing,Apparel accessories and other apparel,NA,2649996,FALSE,NA
Leather_and_Allied_Products_Manufacturing,Leather and allied product manufacturing,6113061,NA,NA,NA
Wood_Product_Manufacturing,Wood product manufacturing,49333960,NA,NA,NA
Paper_Manufacturing,"Pulp, paper, and paperboard mills",66362583,NA,NA,NA
Paper_Manufacturing,Converted paper product,69697680,NA,NA,NA
Printing_and_Related_Support_Activities,Printing and related support activities,43026709,NA,NA,NA
Petroleum_Refining,Petroleum refineries (including integrated),1271097932,NA,NA,NA
Other_Petroleum_and_Coal_Products_Manufacturing,"Asphalt paving, roofing, other petroleum and coal products",14504046,NA,NA,NA
Chemical_Manufacturing,Basic chemical,201698864,NA,NA,NA
Chemical_Manufacturing,"Resin, synthetic rubber, and artificial and synthetic fibers and filaments",46944922,NA,NA,NA
Chemical_Manufacturing,Pharmaceutical and medicine,394015178,NA,NA,NA
Chemical_Manufacturing,"Paint, coating, and adhesive",49190770,NA,NA,NA
Chemical_Manufacturing,"Soap, cleaning compound, and toilet preparation",84628897,NA,NA,NA
Chemical_Manufacturing,Other chemical product and preparation,82138970,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Plastics product,90630345,NA,NA,NA
Plastics_and_Rubber_Products_Manufacturing,Rubber product,57863289,NA,NA,NA
Other_Nonmetalic_Mineral_Products_Manufacturing,"Clay, refractory, and other nonmetallic mineral product",18771960,NA,NA,NA
Glass_Products_Manufacturing,Glass and glass product,23481538,NA,NA,NA
Cement_Manufacturing,"Cement, concrete, lime, and gypsum product",60886057,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,"Iron, steel mills, and steel product",117231990,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Nonferrous metal production and processing,80409990,NA,NA,NA
Primary_Ferrous_Metal_Manufacturing,Foundries,9187111,NA,NA,NA
Primary_Nonferrous_Metal_Manufacturing,Foundries,9187111,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Forging and stamping,6724422,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Cutlery, hardware, spring and wire: machine shops, screw, nut, and bolt",41434125,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Architectural and structural metals,29941528,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Boiler, tank, and shipping container",20145721,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,"Coating, engraving, heat treating, and allied activities",7123477,NA,NA,NA
Fabricated_Metal_Product_Manufacturing,Other fabricated metal product,73768813,NA,NA,NA
Machinery_Manufacturing,"Agriculture, construction, and mining machinery",102403633,NA,NA,NA
Machinery_Manufacturing,Industrial machinery,33600414,NA,NA,NA
Machinery_Manufacturing,Commercial and service industry machinery,33672161,NA,NA,NA
Machinery_Manufacturing,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment",28164536,NA,NA,NA
Machinery_Manufacturing,Metalworking machinery,16035619,NA,NA,NA
Machinery_Manufacturing,"Engine, turbine, and power transmission equipment",45996140,NA,NA,NA
Machinery_Manufacturing,Other general purpose machinery,83643936,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Computer and peripheral equipment,201783054,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Communications equipment,51183823,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Audio and video equipment manufacturing and reproducing magnetic and optical media,23994654,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,Semiconductor and other electronic component,223517379,NA,NA,NA
Computer_and_Electronic_Product_Manufacturing,"Navigational, measuring, electromedical, and control instruments",99078869,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical lighting equipment and household appliance,115804188,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Electrical equipment,59129531,NA,NA,NA
"Electrical_Equipment,_Appliances,_and_Components_Manufacturing",Other electrical equipment and component,46565581,NA,NA,NA
Motor_Vehicle_and_Parts_Manufacturing,Motor vehicles and parts,930987739,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Aerospace product and parts,332129439,NA,NA,NA
Ships_and_Boats_Manufacturing,Ship and boat building,40674347,NA,NA,NA
Other_Transportation_Equipment_Manufacturing,Other transportation equipment and railroad rolling stock,29187615,NA,NA,NA
Furniture_and_Related_Products_Manufacturing,Furniture and related product manufacturing,45013146,NA,NA,NA
Medical_and_Dental_Supplies_Manufacturing,Medical equipment and supplies,139952986,NA,NA,NA
Other_Miscellaneous_Manufacturing,Other miscellaneous manufacturing,52871507,NA,NA,NA
Wholesale_Durable_Goods,Motor vehicle and motor vehicle parts and supplies,254765705,NA,NA,NA
Wholesale_Durable_Goods,Lumber and other construction materials,55205363,NA,NA,NA
Wholesale_Durable_Goods,Professional and commercial equipment and supplies,210589664,NA,NA,NA
Wholesale_Durable_Goods,Metal and mineral (except petroleum),83325322,NA,NA,NA
Wholesale_Durable_Goods,Electrical and electronic goods,389406803,NA,NA,NA
Wholesale_Durable_Goods,"Hardware, plumbing, heating equipment, and supplies",66007884,NA,NA,NA
Wholesale_Durable_Goods,"Machinery, equipment, and supplies",221487091,NA,NA,NA
Wholesale_Durable_Goods,"Furniture, sports, toys, recycle, jewelry, and other durable goods",177863538,NA,NA,NA
Wholesale_Nondurable_Goods,Paper and paper product,34426944,NA,NA,NA
Wholesale_Nondurable_Goods,Drugs and druggists' sundries,700389296,NA,NA,NA
Wholesale_Nondurable_Goods,"Apparel, piece goods, and notions",99054129,NA,NA,NA
Wholesale_Nondurable_Goods,Grocery and related product,504543055,NA,NA,NA
Wholesale_Nondurable_Goods,Farm product raw material,107369252,NA,NA,NA
Wholesale_Nondurable_Goods,Chemical and allied products,60675041,NA,NA,NA
Wholesale_Nondurable_Goods,Petroleum and petroleum products,306349487,NA,NA,NA
Wholesale_Nondurable_Goods,"Beer, wine, and distilled alcoholic beverage",29427404,NA,NA,NA
Wholesale_Nondurable_Goods,Miscellaneous nondurable goods,83029753,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,New and used car dealers,220828538,NA,NA,NA
Motor_Vehicle_and_Parts_Dealers,Other motor vehicle and parts dealers,75258631,NA,NA,NA
Other_Non_Gas_Stations_Retail,Furniture and home furnishings stores,55738582,NA,NA,NA
Other_Non_Gas_Stations_Retail,Electronics and appliance stores,70285874,NA,NA,NA
Other_Non_Gas_Stations_Retail,Home centers; paint and wallpaper stores,160152815,NA,NA,NA
Other_Non_Gas_Stations_Retail,Hardware stores,5793399,NA,NA,NA
Other_Non_Gas_Stations_Retail,Other building materials dealers,26993140,NA,NA,NA
Other_Non_Gas_Stations_Retail,Lawn and garden equipment and supplies stores,5786260,NA,NA,NA
Food_and_Beverages_Stores,Food and beverage stores,552964348,NA,NA,NA
Food_and_Beverages_Stores,"Beer, wine, and liquor stores",6779499,NA,NA,NA
Other_Non_Gas_Stations_Retail,Health and personal care stores,350623953,NA,NA,NA
Gas_Stations,Gasoline stations,132405290,NA,NA,NA
Other_Non_Gas_Stations_Retail,Clothing and clothing accessories stores,208418481,NA,NA,NA
Other_Non_Gas_Stations_Retail,"Sporting goods, hobby, book, and music stores",47567153,NA,NA,NA
General_Merchandise_Stores,General merchandise stores,724569596,NA,NA,NA
Other_Non_Gas_Stations_Retail,Miscellaneous store retailers,76019541,NA,NA,NA
Other_Non_Gas_Stations_Retail,Nonstore retailers,290650338,NA,NA,NA
Air_Transportation,Air transportation,189054034,NA,NA,NA
Rail_Transportation,Rail transportation,55214785,NA,NA,NA
Water_Transportation,Water transportation,14126696,NA,NA,NA
Truck_Transportation,Truck transportation,113150396,NA,NA,NA
Transit_and_Ground_Passenger_Transportation,Transit and ground passenger transportation,16625176,NA,NA,NA
Pipeline_Transportation,Pipeline transportation,7610758,NA,NA,NA
Other_Transportation_and_Support_Activities,Other transportation and support activities,263582405,NA,NA,NA
Warehousing_and_Storage,Warehousing and storage,13847127,NA,NA,NA
Publishing_Industries_(Except_Internet),Newspaper publishers,16961965,NA,NA,NA
Publishing_Industries_(Except_Internet),Periodical publishers,22003385,NA,NA,NA
Publishing_Industries_(Except_Internet),Book publishers,22563049,NA,NA,NA
Publishing_Industries_(Except_Internet),Database directory and other publishers,9030549,NA,NA,NA
Movie_Theaters,Motion picture and video industries (except video rental),102277328,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Motion picture and video industries (except video rental),102277328,NA,NA,NA
Other_Motion_Picture_and_Sound_Recording,Sound recording industries,7924071,NA,NA,NA
Broadcasting_(Except_Internet)_and_Telecommunications,Broadcasting (except internet),119379675,NA,NA,NA
Telephone_Communication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers)",422141493,NA,NA,NA
Cable_Television,"Telecommunications (paging, cellular, cable, satellite, & internet service providers)",422141493,NA,NA,NA
Other_Telecommunication,"Telecommunications (paging, cellular, cable, satellite, & internet service providers)",422141493,NA,NA,NA
Information_and_Data_Processing,"Data processing, hosting, and related services",135259301,NA,NA,NA
Information_and_Data_Processing,Other information services,127536639,NA,NA,NA
Depository_Credit_Intermediation,Commercial banking,17840627,NA,NA,NA
Depository_Credit_Intermediation,"Savings institutions, credit unions, and other depository credit intermediation",8815958,NA,NA,NA
Nondepository_Credit_Intermediation,Credit card issuing and other consumer credit,43643601,NA,NA,NA
Nondepository_Credit_Intermediation,Real estate credit (including mortgage bankers and originators),8251880,NA,NA,NA
Nondepository_Credit_Intermediation,"International, secondary financing, and other nondepository credit intermediation",9085683,NA,NA,NA
Other_Intermediation,"Activities related to credit intermediation (loan brokers, check clearing, etc.)",50309800,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Investment banking and securities dealing,56551346,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Securities brokerage,41427086,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities",Commodity contracts dealing and brokerage,2439105,NA,NA,NA
"Securities,_Commodity_Contracts,_and_Other_Financial_Investments_and_Related_Activities","Securities, commodity exchanges, and other financial investment activities",79974058,NA,NA,NA
Insurance_Carriers,Life insurance,646110003,NA,NA,NA
Insurance_Carriers,Property and casualty insurance,1491076962,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,Insurance agencies and brokerages,49818098,NA,NA,NA
Insurance_Agencies_and_Brokers_and_Related_Services,"Other insurance related activities (third-party administrator of insurance, etc.)",30376021,NA,NA,NA
"Funds,_Trusts,_and_Other_Financial_Vehicles_",Other financial vehicles,1525429,NA,NA,NA
Real_Estate,Lessors of buildings,23821080,NA,NA,NA
Real_Estate,"Lessors of miniwarehouses, self-storage units, and other real estate",5686297,NA,NA,NA
Real_Estate,Offices of real estate agents and brokers,25771312,NA,NA,NA
Real_Estate,Other real estate activities,28870203,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Automotive equipment rental and leasing,50373779,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Other consumer goods and general rental centers,6673577,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Commercial and industrial machinery and equipment rental and leasing,38784153,NA,NA,NA
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),Lessors of nonfinancial intangible assets (except copyrighted works),4953072,NA,NA,NA
Legal_Services,Legal services,42101974,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Accounting, tax preparation, bookkeeping, and payroll services",39873040,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Architectural, engineering, and related services",154375182,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Specialized design services,4831120,NA,NA,NA
Computer_Systems_Design_and_Related_Services,Computer systems design and related services,232057539,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Management, scientific, and technical consulting services",185839855,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Scientific research and development services,70683399,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services",Advertising and related services,73877893,NA,NA,NA
"Other_Professional,_Scientific,_and_Technical_Services","Other professional, scientific, and technical services",61110087,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of bank holding companies,220057936,NA,NA,NA
Management_Of_Companies_and_Enterprises,Offices of other holding companies,4994064,NA,NA,NA
Administrative_and_Support_Services,Employment services,115478163,NA,NA,NA
Administrative_and_Support_Services,Travel arrangement and reservation services,40750310,NA,NA,NA
Administrative_and_Support_Services,Other administrative and support services,130820462,NA,NA,NA
Waste_Management_and_Remediation_Services,Waste management and remediation services,55884187,NA,NA,NA
Educational_Services,Educational services,29138113,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of physicians,161362810,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of dentists,17960765,NA,NA,NA
Ambulatory_Health_Care_Services,Offices of other health practitioners,25680286,NA,NA,NA
Ambulatory_Health_Care_Services,Outpatient care centers,38525949,NA,NA,NA
Social_Assistance,Miscellaneous health care and social assistance,77662636,NA,NA,NA
Hospitals,"Hospitals, nursing, and residential care facilities",118352861,NA,NA,NA
Nursing_and_Residential_Care_Facilities,"Hospitals, nursing, and residential care facilities",118352861,NA,NA,NA
"Independent_Artists,_Writers,_and_Performers","Other arts, entertainment, and recreation",26181863,NA,NA,NA
"Other_Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities","Other arts, entertainment, and recreation",26181863,NA,NA,NA
Amusement_Parks,"Amusement, gambling, and recreation industries",33668358,NA,NA,NA
Gambling_and_Bowling,"Amusement, gambling, and recreation industries",33668358,NA,NA,NA
Other_Recreation_Services,"Amusement, gambling, and recreation industries",33668358,NA,NA,NA
Accomodation,Accommodation,81091937,NA,NA,NA
Food_Services_and_Drinking_Places,Food services and drinking places,197100958,NA,NA,NA
Other_Services_(Except_Public_Administration),Other services,88738620,NA,NA,NA
